song,artist,uri,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
"Meu Limão, Meu Limoeiro - Ao Vivo","Wilson Simonal, Som Tres",spotify:track:3ue9O6RwQbiIOhYbVQE7HE,0.635,0.615,-8.055,0.0311,0.361,0.0,0.382,0.931,126.72,186853
Barato Total,Gal Costa,spotify:track:7MofMXf08ByS7FGDW5Nuwx,0.658,0.473,-15.145,0.0627,0.0985,0.00706,0.09,0.964,89.629,231267
Te Desejo Vida,Flávia Wenceslau,spotify:track:6slhEye32xf8BWVtHej2rc,0.508,0.334,-4.951,0.0324,0.967,0.000147,0.107,0.215,130.536,174533
Jamaica Farewell / Sambinha,"Rosemary Standley, Dom La Nena, Birds on a Wire",spotify:track:3UX7f2lET8G1Vq88oeVc2A,0.578,0.103,-18.259,0.055,0.92,0.0115,0.111,0.68,91.679,161693
Já Sei Namorar,Tribalistas,spotify:track:2GplG03rw0CN2EMLzPJZAl,0.67,0.822,-6.687,0.057,0.67,0.00115,0.132,0.833,145.56,196987
Tua Cantiga,Chico Buarque,spotify:track:6hatV73vARq4HbTM63hMWw,0.63,0.38,-10.568,0.0328,0.646,1.27e-05,0.114,0.315,82.033,251480
Dia Clarear,Banda do Mar,spotify:track:7JQet6yCd8rZX3oeVGqAyx,0.626,0.202,-12.963,0.0316,0.772,0.0,0.116,0.554,108.883,221693
Efemera,Márcio Faraco,spotify:track:4FofUzSuPFVxPrloCldP7S,0.611,0.271,-17.611,0.0351,0.919,0.887,0.109,0.571,152.651,228200
Seringueiro,Luiz Bonfá,spotify:track:6tf58iVb191LBeOPUUzJ9G,0.568,0.0229,-28.063,0.0434,0.974,0.00244,0.11,0.462,114.253,173547
Fica Tudo Bem,"Silva, Anitta",spotify:track:0trB3R0YBk3vGrGm5YSUTv,0.868,0.154,-12.973,0.0724,0.907,0.00151,0.122,0.807,120.037,167250
A Valsa,"Maria Gadú, Marco Rodrigues",spotify:track:7D9mMShlAD1A2BiKKo0IiB,0.669,0.261,-13.572,0.0338,0.869,0.0,0.119,0.252,109.854,237147
Queijo e Pão,"Emblues Beer Band, Caio Freitas",spotify:track:3ttkGPk30oQgbCpsAZ11Fh,0.565,0.657,-3.785,0.0302,0.326,8.87e-06,0.523,0.671,97.723,151741
Hiro,João Tostes,spotify:track:70QkYd2Y6L2zCG9n7wcRU3,0.79,0.121,-19.048,0.0814,0.994,0.936,0.0845,0.537,104.87,223000
Á Primeira Vista,Chico César,spotify:track:2hjDxNmryN9ziHAIYiRksM,0.542,0.148,-12.99,0.0394,0.782,0.0,0.704,0.248,89.585,216800
As Camélias do Quilombo do Leblon - Ao Vivo,"Caetano Veloso, Gilberto Gil",spotify:track:3SNbpPHwU9l6Tbm0Rnc2k0,0.618,0.457,-10.983,0.274,0.873,0.000333,0.483,0.651,86.547,280013
Vai (Menina amanhã de manhã),Tom Zé,spotify:track:5OjDD3tZErNCn5QqqpJmKf,0.671,0.63,-10.367,0.237,0.885,0.0,0.132,0.794,127.645,175133
"Canta Canta, Minha Gente",Martinho Da Vila,spotify:track:57E1ka54d8zrIy0VzE1EAV,0.735,0.783,-11.895,0.345,0.327,0.0,0.19,0.829,94.488,153440
Tiro Onda - Pra Onda Não Me Tirar,Jair Oliveira,spotify:track:1mhlMw7JncnPu2r4q7tENq,0.834,0.649,-8.745,0.105,0.347,0.0,0.0899,0.892,91.052,242507
Resposta,Skank,spotify:track:19YkX6WwgFKwCQ5edvLWvn,0.59,0.524,-8.108,0.0272,0.254,8.47e-06,0.201,0.503,74.986,243933
Fico Assim Sem Você,Adriana Partimpim,spotify:track:36i9NcqbdQFdQfOROpIwMA,0.809,0.428,-8.428,0.0342,0.809,0.0,0.0851,0.507,121.969,188147
Timoneiro,Paulinho Da Viola,spotify:track:3C8ULtjiUmTtcpE7QJBZ7G,0.705,0.337,-14.457,0.343,0.284,3.12e-06,0.0747,0.6,96.556,205200
Dueto,"Chico Buarque, Clara Buarque",spotify:track:1UI0p7UHJVyiVlug9ENhjg,0.457,0.385,-9.673,0.0384,0.769,0.0,0.0756,0.314,99.377,202080
Ela,Tim Bernardes,spotify:track:3ZV87D1YcdCJhynXdTiqVu,0.717,0.0481,-18.158,0.0417,0.93,0.00014,0.126,0.361,110.492,181227
Partilhar,Rubel,spotify:track:3WVBQjDRoUUTJnWVaUUEHL,0.478,0.279,-10.959,0.0866,0.826,0.07,0.153,0.336,115.047,337308
Tropicalea Jacta Est,"Tom Zé, Mallu Magalhães",spotify:track:4dBmqHBmN4hipn2h6GUqRq,0.846,0.373,-10.095,0.0506,0.782,1.9e-05,0.143,0.814,109.92,356920
Essa Moca Ta Diferente,"Pauline Croze, Flavia Coelho",spotify:track:3dLyHFUbLXUijEXAzGEfG0,0.759,0.571,-9.181,0.0723,0.828,1.59e-06,0.111,0.768,81.976,180947
Calote,Luca Argel,spotify:track:6BkJaFxX6B1ECJc5zGEohr,0.825,0.424,-16.24,0.151,0.971,0.778,0.0985,0.94,132.065,196818
"Amor I Love You / Citação: Trecho Da Obra Intitulada ""Primo Basilio"" De Eça De Queiroz Declamado Por Arnaldo Antunes",Marisa Monte,spotify:track:7zUNqxNQQ44iWnI6o4Oqlo,0.631,0.292,-11.444,0.0283,0.816,1.36e-06,0.265,0.372,113.497,191933
O Que Você Quer Saber De Verdade,Marisa Monte,spotify:track:5KHQbQu2hoJwdKMTciN3Dr,0.496,0.666,-6.973,0.0297,0.587,0.136,0.714,0.345,144.022,202800
Felicidade,Dom La Nena,spotify:track:1IvUBft2F8v2TidiFvHgMc,0.615,0.231,-13.796,0.0304,0.778,0.00623,0.171,0.236,75.968,160282
C) Asa,Wister,spotify:track:4Lk8SeacQDbsjjghRoV0Zt,0.805,0.291,-10.607,0.0431,0.813,0.0233,0.11,0.372,97.977,158001
"Natal, Natal",Luca Argel,spotify:track:0m3Em56tJD89Hsqz6jSdjC,0.777,0.37,-14.894,0.485,0.881,0.00473,0.111,0.962,109.653,90500
Explodir,Rubel,spotify:track:5grUOdyTMDNX9AedHZMznH,0.603,0.0642,-18.952,0.0369,0.924,0.000934,0.109,0.163,116.788,295994
Brasil Pandeiro,Novos Baianos,spotify:track:2Er0f1mhO0g1rov9Cdi5Wk,0.549,0.555,-7.144,0.0344,0.791,0.000311,0.117,0.876,97.724,235107
Alegre Menina,"Mart'nália, Luiza Possi",spotify:track:1KU6XmqUCyCOa7wNdvhSuE,0.757,0.413,-12.893,0.0627,0.823,0.0,0.115,0.614,100.046,237147
Margem,Adriana Calcanhotto,spotify:track:2Y3LARlrLeieUY3od6fF3a,0.599,0.55,-6.704,0.0323,0.447,3.7e-06,0.0799,0.534,160.077,213120
Bambino,"André Mehmari, Ná Ozzetti",spotify:track:7BUPKlnMaetCPPvQQSm3M5,0.543,0.21,-14.463,0.0511,0.969,0.00306,0.152,0.652,99.525,183027
Vida ao Jongo (Jongo da Serrinha),"Jordi Savall, Maria Juliana Linhares, Zé Luis Nascimento",spotify:track:0uszp5HfESPC84xOjuib55,0.681,0.25,-21.768,0.0781,0.277,3.21e-06,0.0355,0.548,101.562,151027
Trem-Bala,Ana Vilela,spotify:track:4QEXcZ4T8t1MgwU4g8W0dM,0.596,0.501,-8.846,0.0261,0.669,0.0,0.104,0.476,94.224,182547
Sol de Inverno (feat. Paulinho Moska),"Tiago Nacarato, Paulinho Moska",spotify:track:3nq9bS84R7wkmq4CPsOfZi,0.613,0.353,-8.994,0.0315,0.825,1.66e-06,0.154,0.692,142.893,192453
Minha Felicidade,Roberta Campos,spotify:track:6vARbzVXg90V8fYmgks5u3,0.611,0.475,-11.378,0.0296,0.448,1.47e-06,0.177,0.439,123.92,229480
Janta,Marcelo Camelo,spotify:track:0crF1a4grW3GgnIspKyz4J,0.453,0.225,-11.623,0.0324,0.896,3.06e-06,0.0979,0.214,97.729,204813
Linha Verde,Mallu Magalhães,spotify:track:2pknv9FSenS5U5m9LYlrzt,0.552,0.335,-7.874,0.0341,0.724,0.0,0.0856,0.304,115.055,163359
Com Você no Coração,"Celso Fonseca, Analaga, Tiago Nacarato",spotify:track:66m0bmNUrwbusjnqnE2B6a,0.777,0.159,-15.332,0.0462,0.952,0.864,0.1,0.389,124.005,151771
Moça,Mariana Froes,spotify:track:1OdO2jQlJvMlNCKeE93GIv,0.652,0.412,-9.052,0.0422,0.71,0.0,0.156,0.497,150.052,301568
Nessa Paz Eu Vou,Tiago Iorc,spotify:track:5auhUONUZksYHPWFUbmwCH,0.703,0.298,-11.828,0.0581,0.563,0.0,0.0994,0.418,132.811,212467
samba do moço bonito,Clara Valverde,spotify:track:4eskR9gFtgYA2lY09lgqly,0.695,0.448,-8.696,0.0605,0.497,0.0,0.0965,0.902,157.194,197091
O Seu Tipo,"Filarmônica de Pasárgada, Luiz Tatit, Ná Ozzetti, Kassin",spotify:track:073X05qF00snuESwRJ97Z5,0.655,0.366,-10.581,0.393,0.822,4.55e-06,0.0948,0.607,166.114,168573
"Triste, Louca ou Má","Francisco, el Hombre, Labaq, Helena Maria, Salma Jô, Renata Éssis",spotify:track:5wMrWkvLD4TnTFwclqgjo6,0.388,0.441,-7.665,0.0282,0.0937,5.91e-06,0.111,0.369,149.811,265827
Jovem,Julio Secchin,spotify:track:6XrIHGBodqJ1J8R7rbEfNk,0.639,0.394,-7.541,0.0655,0.881,0.0164,0.12,0.798,127.664,173512
Meu Primeiro Amor,"Lucas Santtana, DUDA BEAT",spotify:track:5Ui1KfWnjRAl3gCM6mrkVN,0.748,0.114,-15.372,0.0438,0.969,0.0243,0.106,0.357,132.781,193136
Nu Com A Minha Música,"Marisa Monte, Devendra Banhart, Rodrigo Amarante",spotify:track:4Ly6JWmClDCK5CKEf7zPbu,0.592,0.341,-9.556,0.0286,0.9,0.00268,0.324,0.358,104.165,247867
Reconvexo - Ao Vivo,Caetano Veloso,spotify:track:1yiQ58cQrQH2xLF2AuvFq2,0.512,0.573,-11.295,0.177,0.811,6.27e-05,0.938,0.703,177.849,200046
Conversa de Botequim,Teresa Cristina,spotify:track:2Px9WYAbtoxRlbUYladkg4,0.735,0.388,-8.411,0.416,0.857,0.0,0.105,0.739,163.361,145059
Bolinha de Papel,Mano a Mano,spotify:track:0iCBD3FGE3lmkvhSlo89R7,0.537,0.183,-16.442,0.0531,0.873,0.575,0.125,0.755,91.149,191400
Quando Benedita Enlouqueceu,Vozeiral,spotify:track:26DH4meiLEmlvWPgVjtLfn,0.779,0.231,-13.598,0.189,0.803,0.0,0.199,0.442,136.093,157952
Passarinho,Gragoatá,spotify:track:1ngVGYh6UaTnJyFVtVkrTZ,0.843,0.156,-10.735,0.0564,0.765,3.36e-06,0.11,0.393,119.171,181304
Ouvi Dizer,Melim,spotify:track:1qCLx3nX25NuhfPjM5E1qV,0.641,0.614,-7.847,0.0532,0.0745,0.0,0.093,0.727,81.011,210889
Pupila,"ANAVITÓRIA, Vitor Kley",spotify:track:7Gk5OrMYaMRtT2JmgJVAfk,0.716,0.426,-9.576,0.128,0.401,0.0,0.11,0.434,88.794,202288
menina solta,Giulia Be,spotify:track:2MOq63fxuFLYQM3CsDcFs1,0.632,0.559,-6.74,0.0794,0.331,0.0,0.16,0.674,91.81,150026
Pausa #omundoprecisadepausa,Vicka,spotify:track:14t2jBUMu8OdZyQJQKIf25,0.708,0.553,-7.428,0.0277,0.153,0.0,0.114,0.522,121.995,199500
LARISSA,"PEDRO SAMPAIO, Luan",spotify:track:1wowgtxmcxyIDGkQ8S28gL,0.843,0.64,-7.485,0.0376,0.0485,0.0,0.281,0.784,130.097,125305
Chama o Uber,Guga Cordeiro,spotify:track:6JMev9aOS2JFdfGXrsbRXe,0.624,0.903,-4.451,0.208,0.446,0.0,0.301,0.742,163.902,161555
Deve ser horrível dormir sem mim,"Manu Gavassi, Gloria Groove",spotify:track:6Q9NH5cNBY58nJkp5Jbs9j,0.698,0.722,-6.571,0.146,0.0134,1.03e-05,0.115,0.753,126.739,155053
TOMA,"Luísa Sonza, Mc Zaac",spotify:track:7pDcS0EVMJR0YwjXmHcCRg,0.762,0.597,-5.306,0.282,0.0999,0.0,0.19,0.267,75.063,129655
SENTADÃO,"PEDRO SAMPAIO, Felipe Original, JS o Mão de Ouro",spotify:track:4lKuzrdZrJuCAedbIslF3A,0.68,0.869,-1.94,0.0589,0.178,0.0,0.223,0.924,173.997,143448
Radar,Gloria Groove,spotify:track:0V4LaOkdQm1sJwNerXcxMl,0.508,0.749,-3.496,0.203,0.0338,0.0,0.331,0.303,97.903,182449
Tócame (feat. Arcangel & De La Ghetto),"Anitta, Arcangel, De La Ghetto",spotify:track:4cno0k9jDEFpLAQyHNjqVx,0.785,0.74,-5.374,0.172,0.0205,8.28e-05,0.22,0.746,100.057,166265
MODO TURBO,"Luísa Sonza, Pabllo Vittar, Anitta",spotify:track:0YqTL3nSL36OFdHwHoqCag,0.655,0.726,-7.628,0.0796,0.334,3.13e-06,0.232,0.766,160.064,150260
Comprei um Lança,Mc Jacaré,spotify:track:12v6LfkX9YIR3uLefIAAYZ,0.652,0.723,-7.576,0.112,0.238,0.000349,0.0719,0.53,130.759,112346
Oh Juliana,Niack,spotify:track:4xWzZmX4K1yyrdtRfbUvjt,0.799,0.568,-3.089,0.25,0.387,0.0,0.0892,0.963,129.63,153078
Tudo no Sigilo (Vytinho NG e Bianca),"Vytinho NG, Bianca",spotify:track:60wF0XnX7A0jVpDNA5v8vi,0.662,0.7,-5.148,0.0479,0.591,0.00238,0.0709,0.705,176.953,156996
Desce Pro Play (PA PA PA),"Mc Zaac, Anitta, Tyga",spotify:track:4zGtfOglDBfVUypabBwIjQ,0.935,0.71,-5.085,0.158,0.0769,1.92e-06,0.173,0.635,100.009,168507
BRABA,Luísa Sonza,spotify:track:2WlZuBDgLfT7Kc0admhFdg,0.811,0.689,-5.113,0.0615,0.181,2.55e-05,0.0784,0.663,144.015,129782
Rainha da Favela,Ludmilla,spotify:track:3vu864xi5Xis9VfOsJpmXu,0.867,0.67,-3.839,0.0438,0.23,0.00468,0.0889,0.891,135.064,160905
Me Gusta (with Cardi B & Myke Towers),"Anitta, Myke Towers, Cardi B",spotify:track:7e1VoRlNumuEkXlITMHKLE,0.91,0.604,-4.392,0.082,0.448,0.0,0.0863,0.807,110.075,180788
Bandida,"Pabllo Vittar, POCAH",spotify:track:2VFTgZwiAdrADSLrUNHWt9,0.9,0.606,-6.003,0.184,0.192,1.58e-06,0.0649,0.52,134.986,146543
Século 21,"Leo Santana, Luísa Sonza",spotify:track:7jiGFTWeO3MmMN9dpHRjUZ,0.832,0.769,-7.023,0.0578,0.456,0.0,0.407,0.724,132.972,167838
Dog Mal,Guga Cordeiro,spotify:track:2z5liJokPikFpNj2tf5Sgr,0.52,0.853,-4.126,0.248,0.34,0.0,0.355,0.768,157.897,160758
Bomba Relógio,"Luísa Sonza, Vitão",spotify:track:2wBInx2dacbbZUlLaklP7t,0.778,0.596,-6.779,0.0644,0.747,0.0,0.203,0.868,107.905,210838
Verdinha,"Ludmilla, Topo La Maskara, Walshy Fire",spotify:track:2RMOwSvOGQyy985Vx4VSGQ,0.845,0.954,-3.656,0.124,0.345,5.21e-05,0.115,0.63,137.995,160396
Tá com o Papato (feat. BIN),"Papatinho, Anitta, Dfideliz, BIN",spotify:track:5eT9vs7mv4Y4HrBWcP6abV,0.913,0.55,-6.737,0.327,0.377,0.000377,0.108,0.325,136.999,213333
Complicado,"Vitão, Anitta",spotify:track:52vPpP2gEYaBROIS77J38P,0.734,0.484,-7.486,0.13,0.57,0.0,0.224,0.499,130.05,179339
Parabéns,"Pabllo Vittar, Psirico",spotify:track:6X0XdIcgwfVa9orJnDMQB0,0.723,0.856,-5.596,0.0562,0.00687,2.48e-06,0.397,0.688,170.106,136844
Café,Vitão,spotify:track:6i9ToXS6CAfjpp8veBklg1,0.776,0.5,-4.788,0.0979,0.0537,0.0,0.344,0.491,92.027,190435
Contatinho - Ao Vivo,"Leo Santana, Anitta",spotify:track:4RC2nzqaQygxoVQOVv3XlT,0.787,0.934,-5.136,0.0773,0.223,1.87e-05,0.951,0.813,152.018,173230
Amor de Que,Pabllo Vittar,spotify:track:29caulxU0jxucdVIyhSJTc,0.737,0.819,-5.056,0.0446,0.0726,0.0,0.36,0.904,139.988,157929
Surtada - Remix Brega Funk,"Dadá Boladão, Tati Zaqui, OIK",spotify:track:5F8ffc8KWKNawllr5WsW0r,0.832,0.55,-7.026,0.0587,0.249,8.17e-06,0.182,0.881,154.064,152784
Chama Ela (feat. Pedro Sampaio),"Lexa, PEDRO SAMPAIO",spotify:track:14kRWkCWBYfQqILflEcpSJ,0.888,0.841,-1.933,0.147,0.46,9.12e-05,0.0568,0.964,149.994,120200
Santinha Causante,Guga Cordeiro,spotify:track:2oZI9eSxafEp15eagXTRaW,0.656,0.908,-2.867,0.238,0.394,0.0,0.149,0.824,170.057,168088
Hit Contagiante,"Felipe Original, MC Kevin o Chris, Sodré, JS o Mão de Ouro",spotify:track:5dKesZwp6deuhEeW8F1UEi,0.819,0.684,-7.169,0.119,0.132,0.0,0.0942,0.959,170.187,137125
Brisa,IZA,spotify:track:5rNNZ6fVYxkhwqUfImVhU1,0.693,0.822,-2.478,0.259,0.459,0.0,0.261,0.791,159.663,151500
Não sou obrigada,POCAH,spotify:track:0nkDm27DGppCSk8dnGtvPa,0.819,0.951,-2.896,0.141,0.356,0.0,0.145,0.963,153.963,148340
Buzina,Pabllo Vittar,spotify:track:3I05SZx7OG5mTWqmddWTb2,0.766,0.888,-4.648,0.147,0.0957,2.29e-05,0.0654,0.69,164.017,137422
Flash,Ludmilla,spotify:track:1RRwxw0XhC1buas00YzKaG,0.811,0.638,-7.266,0.0969,0.443,0.0,0.319,0.68,108.046,155139
YoYo,"Gloria Groove, IZA",spotify:track:161tk6AjNHvS8LC7Y4MHur,0.777,0.735,-2.108,0.231,0.126,0.0,0.0778,0.713,92.039,156522
Garupa,"Luísa Sonza, Pabllo Vittar",spotify:track:6nmYC5NZrRjRMhyR4aHLoF,0.785,0.76,-4.168,0.0438,0.175,6.25e-05,0.169,0.498,101.964,128067
Pior Que Possa Imaginar,Luísa Sonza,spotify:track:40s35Bws3HIO5DLRlrosyL,0.655,0.816,-4.604,0.0372,0.297,0.000158,0.299,0.644,102.052,136407
Bola Rebola,"Tropkillaz, J Balvin, Anitta, Mc Zaac",spotify:track:1OUPXna2MCgAt3VNmXJBtg,0.834,0.777,-4.538,0.0593,0.22,0.00609,0.335,0.865,129.984,193440
Seu Crime,Pabllo Vittar,spotify:track:220QqE38Qrmyrtyd5xqB8i,0.788,0.667,-5.215,0.0913,0.0944,2.68e-06,0.14,0.646,127.056,154941
Bateu (Participação especial de Ruxell),"IZA, Ruxell",spotify:track:6u5iKjE9baEuuMndKsE00C,0.88,0.81,-3.33,0.0791,0.143,1.95e-06,0.0824,0.636,127.987,204375
Boa Menina,Luísa Sonza,spotify:track:3eCofNVG97J3lRyNhh0zPP,0.819,0.565,-5.87,0.0537,0.033,6.71e-06,0.0874,0.58,89.965,147502
Coisa Boa,Gloria Groove,spotify:track:4SBQSroThFQ98U29IwnJ2g,0.692,0.973,-1.154,0.202,0.516,0.0,0.071,0.568,100.292,165600
Dona de mim,IZA,spotify:track:6yMbAjgCa3xK8SUnKWG72p,0.412,0.809,-3.66,0.144,0.0397,0.0,0.0899,0.254,81.47,208941
Não perco meu tempo,Anitta,spotify:track:5zhnwbZWsbfJFNcrdO3LYB,0.867,0.638,-5.448,0.068,0.0203,1.88e-06,0.0695,0.7,104.947,176187
Devagarinho,Luísa Sonza,spotify:track:0aZfIiaO3b2HTNxZ3sv1cg,0.797,0.78,-6.044,0.0574,0.309,5.45e-05,0.189,0.823,102.057,137045
Veneno,Anitta,spotify:track:1KFN3kB4hc6r7ILpifFsqf,0.792,0.768,-5.074,0.107,0.046,3.39e-06,0.067,0.295,89.917,158005
Ginga (Participação especial de Rincon Sapiência),"IZA, Rincon Sapiência",spotify:track:3RHhNmN9eFeutAzyJ6SqnY,0.716,0.972,-1.131,0.319,0.185,0.0,0.198,0.602,127.887,180625
Vai malandra (feat. Tropkillaz & DJ Yuri Martins),"Anitta, Mc Zaac, Maejor, Tropkillaz, DJ Yuri Martins",spotify:track:6u0EAxf1OJTLS7CvInuNd7,0.876,0.55,-5.464,0.152,0.0227,4.52e-05,0.294,0.557,129.924,201532
Pesadão (Participação especial Marcelo Falcão),"IZA, Marcelo Falcão",spotify:track:1BkyiAw1L0BOHYckwpRX4V,0.74,0.791,-3.915,0.239,0.192,0.0,0.35,0.744,75.017,199200
Todo Dia,"Pabllo Vittar, Rico Dalasam",spotify:track:3iDY4SzUHPkC3WTXpfxXJG,0.803,0.657,-5.136,0.0455,0.0683,0.0,0.127,0.128,130.013,144000
Sapequinha,"Lexa, MC Lan",spotify:track:7LPR6AdkOQR9WpEixCGNCk,0.677,0.984,-3.539,0.286,0.211,0.0,0.0632,0.906,150.086,134107
Dona,Gloria Groove,spotify:track:6vEmfQm8Jv2dwOvWh3XFRo,0.766,0.779,-5.938,0.301,0.0361,0.0,0.138,0.53,140.103,171093
Quer mais?,"POCAH, MC Mirella",spotify:track:6zdrUt0j8guhZfcSF6X2Sb,0.826,0.791,-4.605,0.0806,0.193,8.6e-05,0.0533,0.344,150.026,175061
Evapora,"IZA, Ciara, Major Lazer",spotify:track:1HBrxfreCZDstJMYVzgRPM,0.69,0.707,-4.783,0.276,0.125,3.36e-06,0.237,0.681,103.909,127076
Vai menina,PEDRO SAMPAIO,spotify:track:1oQppEGTHYN53xfEaTz4ua,0.795,0.878,-3.261,0.278,0.413,0.0,0.0968,0.963,149.971,122435
Gaiola É o Troco,"MC Du Black, DJ 2F",spotify:track:3Uq45ipGutypFPmETfaoaH,0.722,0.84,-3.24,0.0785,0.42,0.0,0.112,0.851,150.108,187246
Aquecimento da Lexa,Lexa,spotify:track:67JokRnfWFJ93mA5HLIw6q,0.839,0.929,-2.119,0.268,0.601,0.00159,0.121,0.809,150.066,137600
Rave de Favela (feat. BEAM),"Major Lazer, MC Lan, Anitta, BEAM",spotify:track:1K7WzjKDcDdVbKNGrB0gej,0.891,0.894,-4.595,0.145,0.0466,0.000244,0.161,0.671,130.045,154154
Milu,Gusttavo Lima,spotify:track:1nqaSoiLuqevDes4S18sO7,0.845,0.787,-2.683,0.0374,0.261,3.43e-06,0.102,0.882,124.983,224997
Chromatica II,Lady Gaga,spotify:track:0oQc0F6KUE7QY7k5TU6bic,0.184,0.297,-14.534,0.0359,0.473,0.893,0.527,0.113,75.824,41867
"Mon Bhalo Nei - From ""Shaheb Bibi Golaam""",Anupam Roy,spotify:track:0NrI3lqdkeV800RUhiCjNj,0.495,0.682,-6.528,0.0418,0.202,0.0,0.293,0.48,153.973,300203
"Tumi Jake Bhalobaso (Female Version) - From ""Praktan""",Iman Chakraborty,spotify:track:2OUi16joRruTiigKJyV5Ud,0.593,0.427,-8.718,0.0314,0.795,3.59e-06,0.123,0.299,121.8,289437
"Tomake Chuye Dilam - From ""Bastushaap """,Arijit Singh,spotify:track:1kAUYVdiTIgB8psjzsa5g0,0.399,0.226,-11.495,0.0327,0.925,0.00262,0.0972,0.278,128.295,347125
Kolkata,"Anupam Roy, Shreya Ghoshal",spotify:track:5Q2mnPA9PbOpOf1jx5dqcN,0.645,0.514,-6.966,0.0349,0.703,0.0,0.106,0.428,115.937,283455
Bandhu Chol,Anupam Roy,spotify:track:2QSOI7ful79gOzpNlwyVeh,0.573,0.479,-11.061,0.0377,0.675,5.74e-05,0.101,0.336,75.028,452598
Obhabe Keno,Anupam Roy,spotify:track:4iZoRfAPqg0JpaZAHw7TFr,0.586,0.313,-11.16,0.0326,0.869,2.78e-05,0.116,0.313,77.94,212920
"Amar Hiyar Majhey - From ""Antarleen""",Srabani Sen,spotify:track:5drvqqTDxvxoG9XxKAMiWu,0.393,0.209,-12.711,0.0297,0.905,3e-05,0.11,0.121,83.761,211866
Channa Mereya,"Pritam, Arijit Singh",spotify:track:0H2iJVgorRR0ZFgRqGUjUM,0.476,0.788,-4.821,0.0446,0.237,2.49e-05,0.106,0.746,90.066,289333
"Janam Janam (From ""Dilwale"")","Arijit Singh, Antara Mitra",spotify:track:0brUwLxgvZUEyddRDfcb2Z,0.301,0.581,-7.324,0.0422,0.602,0.0,0.0757,0.235,132.051,237897
"Ae Dil Hai Mushkil Title Track (From ""Ae Dil Hai Mushkil"")","Pritam, Arijit Singh",spotify:track:7g9PQTzzZt9ZwyrdTynUAP,0.495,0.654,-6.639,0.0679,0.713,0.0,0.165,0.35,123.896,269032
"Tu Mere Agal Bagal Hai (From ""Phata Poster Nikhla Hero"")",Mika Singh,spotify:track:4RfOQpq84VUVtQGh0jeevH,0.577,0.854,-4.406,0.262,0.606,0.0,0.165,0.73,184.461,265530
"Lat Lag Gayee (From ""Race 2"")","Benny Dayal, Shalmali Kholgade",spotify:track:1MRfrRiF1xHbmNOGuzkRGO,0.79,0.892,-4.038,0.0404,0.229,1.24e-06,0.206,0.896,131.994,280369
"Party On My Mind (From ""Race 2"")","Various Artists, Shefali Alvares, Yo Yo Honey Singh",spotify:track:6mcLlLLEtCd0HV3JvpjzeQ,0.715,0.864,-5.013,0.0743,0.0187,0.0,0.719,0.568,122.015,222133
"Pehli Nazar Mein (From ""Race"")","Atif Aslam, Pritam",spotify:track:5NGhM0I35lvsG8je0YUoAf,0.458,0.569,-5.59,0.0839,0.25,0.0,0.106,0.663,126.999,313320
"Tera Hone Laga Hoon (From ""Ajab Prem Ki Ghazab Kahani"")","Atif Aslam, Alisha Chinai",spotify:track:0d970J21OP6pwTlY0kVM10,0.685,0.773,-5.331,0.0308,0.548,0.0,0.196,0.541,119.987,295442
"Tum Mile (From ""Tum Mile"")","Pritam, Neeraj Shridhar",spotify:track:67JjRNMOsAxl7jR2oKEk7z,0.738,0.798,-6.663,0.0334,0.32,5.15e-06,0.31,0.793,123.01,343787
"In Dino (From ""Life in a Metro"")","Pritam, Soham",spotify:track:1KzRJnGdwPdCH51XqrJWba,0.57,0.678,-5.517,0.0328,0.502,0.0,0.0997,0.354,101.969,400920
"Sajdaa (From ""My Name Is Khan"")","Shankar-Ehsaan-Loy, Rahat Fateh Ali Khan, Shankar Mahadevan, Richa Sharma",spotify:track:3F2C7kHkEHpYLZpB5ZM2gy,0.468,0.737,-7.274,0.0765,0.726,0.00272,0.0655,0.572,79.448,365707
"Shaayraana (From ""Holiday"")","Pritam, Arijit Singh",spotify:track:2Wk7yv1HQh5rO5TDTTQgeW,0.608,0.665,-4.244,0.0482,0.606,1.46e-05,0.0832,0.704,93.919,261439
Laal Ishq,Arijit Singh,spotify:track:7E7ddQxc006tIabOShhWyA,0.531,0.725,-3.751,0.0258,0.0409,0.0,0.29,0.451,105.951,387239
"Soona Mann Ka Aangan (From ""Parineeta"")","Sonu Nigam, Shreya Ghoshal",spotify:track:15qWUwWbNI0XZiDbjDoPip,0.388,0.289,-12.542,0.0343,0.752,3.93e-06,0.117,0.361,112.426,258280
"Piyu Bole (From ""Parineeta"")","Sonu Nigam, Shreya Ghoshal",spotify:track:5Xkfw6B1Cs4jnpKOh0GULs,0.667,0.341,-11.183,0.0254,0.614,0.0,0.162,0.6,97.5,262293
Jiya Dhadak Dhadak Jaye,Rahat Fateh Ali Khan,spotify:track:42e3yB1PpJes1Uh1kgNyZe,0.69,0.533,-9.741,0.0342,0.157,6.02e-05,0.121,0.399,119.924,319480
Iktara,"Amit Trivedi, Kavita Seth, Amitabh Bhattacharya",spotify:track:3jtKSUiVDowKNBqVQbWaig,0.616,0.525,-7.065,0.0258,0.401,0.000484,0.309,0.427,79.976,253773
